"","day","mo","temp","dewp","max","min","NUM_COLLISIONS"
"1371",5,4,54.8,52.5,59,46,0.737226277372263
"1372",6,4,50.4,47.7,59,46,0.354014598540146
"1373",7,4,41.7,32.9,53.1,33.1,0.31021897810219
"1374",1,4,36.5,22.1,46.9,30.9,0.667883211678832
"1375",2,4,35.1,23.5,45,30.9,0.627737226277372
"1376",3,4,37,15.3,44.1,28.9,0.467153284671533
"1377",4,4,50.9,44.8,57,32,0.474452554744526
"1378",5,4,49.7,43.2,57,44.1,0.715328467153285
"1379",6,4,41.8,25.1,53.1,35.1,0.208029197080292
"1381",1,4,47.8,38.9,55,35.1,0.452554744525547
"1382",2,4,52.5,48.6,57.9,44.1,0.503649635036496
"1383",3,4,46.7,34.2,57.9,37.9,0.72992700729927
"1384",4,4,44,32.4,52,35.1,0.635036496350365
"1385",5,4,46.4,28.4,53.1,39.9,0.85036496350365
"1386",6,4,44.3,33.2,46.9,42.8,0.64963503649635
"1387",7,4,45.8,36.5,52,42.1,0.248175182481752
"1388",1,4,49.5,35.9,64,37,0.682481751824818
"1389",2,4,46.9,40,64,37.9,0.846715328467153
"1390",3,4,47.3,33.8,55,37.9,0.718978102189781
"1391",4,4,49.6,39,59,39,0.708029197080292
"1392",5,4,55.4,48.4,72,44.1,0.87956204379562
"1393",6,4,53.4,49.8,72,50,0.543795620437956
"1397",3,4,45,36.9,51.1,41,0.0364963503649635
"1399",5,4,46.1,33.9,54,42.1,0.062043795620438
"1400",6,4,47.3,33.1,54,37,0.295620437956204
"1402",1,5,51.3,48,55.9,37,0.324817518248175
"1403",2,5,48.2,45,54,46.4,0.77007299270073
"1404",3,5,47.3,43.5,50,45,0.558394160583942
"1405",4,5,45.5,43.9,50,45,0.45985401459854
"1406",5,5,48.5,43.5,53.1,44.1,0.832116788321168
"1407",6,5,52.5,48.8,66,44.1,0.259124087591241
"1408",7,5,48.5,46.1,66,45,0.332116788321168
"1409",1,5,54,40.6,61,45,0.532846715328467
"1410",2,5,51.9,38.2,61,39.9,0.394160583941606
"1411",3,5,55.6,42.2,66,39.9,0.726277372262774
"1412",4,5,55.2,45.5,68,42.1,0.89051094890511
"1413",5,5,55.5,51.7,68,42.1,0.970802919708029
"1414",6,5,59.4,54,70,45,0.324817518248175
"1415",7,5,55.7,46.4,70,52,0.0364963503649635
"1416",1,5,50.8,31.4,60.1,46,0.883211678832117
"1417",2,5,55,44.5,63,46,0.452554744525547
"1418",3,5,55.5,45.2,63,48,0.642335766423358
"1419",4,5,53.9,44.5,63,45,0.708029197080292
"1421",6,5,55.7,48.8,70,46,0.248175182481752
"1422",7,5,56.3,52.2,62.1,46.9,0.259124087591241
"1423",1,5,59.4,50.3,72,52,0.554744525547445
"1424",2,5,54.6,52,72,51.1,0.711678832116788
"1425",3,5,57.9,53.4,64,51.1,0.85036496350365
"1426",4,5,65.7,53.9,78.1,54,0.883211678832117
"1427",5,5,60,55.8,78.1,55.9,0.974452554744526
"1428",6,5,62.5,57.3,68,55.9,0.463503649635036
"1429",7,5,64.6,58.2,75,59,0.240875912408759
"1431",2,5,62.8,60.6,70,60.1,0.948905109489051
"1432",3,6,64,56.4,73,57,0.992700729927007
"1433",4,6,55.7,53.5,73,52,0.667883211678832
"1434",5,6,58.4,55.9,64.4,55,0.766423357664234
"1435",6,6,60.2,58,73.9,54,0.492700729927007
"1437",1,6,62.9,61.1,69.1,55,0.941605839416058
"1438",2,6,61.2,59.8,69.1,59,0.762773722627737
"1439",3,6,61.7,55.2,66.9,57.9,0.95985401459854
"1440",4,6,59.9,46.7,68,54,0.678832116788321
"1442",6,6,58.1,53.3,64,53.1,0.306569343065693
"1443",7,6,66,56,81,55,0.317518248175182
"1444",1,6,61.5,47.2,81,54,0.532846715328467
"1445",2,6,62.2,50,72,54,0.791970802919708
"1446",3,6,63.7,55,73.9,55,0.872262773722628
"1447",4,6,65.2,56.3,73.9,55,0.68978102189781
"1448",5,6,63,51.5,73,55.9,0.905109489051095
"1449",6,6,62.6,53.5,73,53.1,0.72992700729927
"1450",7,6,59.9,51.5,73,53.1,0.215328467153285
"1451",1,6,61.4,55.9,66.9,54,0.894160583941606
"1452",2,6,63.6,59.9,69.1,57,0.660583941605839
"1453",3,6,65.6,60.2,71.1,55.9,0.916058394160584
"1454",4,6,63,59.4,71.1,55.9,0.521897810218978
"1456",6,6,62.1,52.1,75,53.1,0.686131386861314
"1457",7,6,60.8,49.4,71.1,50,0.299270072992701
"1458",1,6,64.3,58.3,71.1,50,0.795620437956204
"1459",2,6,66.1,64,71.1,60.1,0.638686131386861
"1460",3,6,67.2,64.8,72,64,0.682481751824818
"1461",4,6,68.9,63.6,77,63,0.952554744525547
"1462",5,7,66.9,63.6,77,61,0.91970802919708
"1463",6,7,69.4,62.8,75.9,61,0.255474452554745
"1466",2,7,67.1,65.3,75.9,64,0.594890510948905
"1467",3,7,71.8,65.3,81,64,0.656934306569343
"1468",4,7,68.7,66.7,81,64,0.375912408759124
"1469",5,7,65.7,64.2,70,60.8,0.408759124087591
"1471",7,7,63,60.1,70,59,0.0291970802919708
"1472",1,7,63.1,58.4,70,55,0.430656934306569
"1473",2,7,66.7,61.2,78.1,55,0.591240875912409
"1474",3,7,67.2,63.3,78.1,57.9,0.39051094890511
"1475",4,7,69.1,65.9,75,64,0.87956204379562
"1477",6,7,73.5,67.3,84.9,66.9,0.448905109489051
"1478",7,7,70.6,68.7,84.9,66.9,0.27007299270073
"1479",1,7,71.1,69,75.9,66,0.821167883211679
"1480",2,7,73.8,65.7,81,66.9,0.726277372262774
"1481",3,7,68.3,55.6,81,60.1,0.722627737226277
"1482",4,7,70.4,63.4,80.1,60.1,0.843065693430657
"1483",5,7,72.4,68.4,80.1,61,0.981751824817518
"1484",6,7,74.3,68.6,82,68,0.547445255474453
"1485",7,7,73.2,63.2,82,64.9,0.240875912408759
"1486",1,7,71.5,68.8,80.1,64.9,0.722627737226277
"1487",2,7,75.3,69.3,82,68,0.686131386861314
"1488",3,7,75.4,66.3,82,70,0.693430656934307
"1489",4,7,72.2,69,81,68,0.762773722627737
"1490",5,7,70.8,68.3,78.1,66.9,1
"1491",6,7,70.8,66.9,78.1,64.9,0.361313868613139
"1492",7,7,67.5,64.8,72,64.4,0.105839416058394
"1493",1,8,68.2,62.4,75,64,0.251824817518248
"1494",2,8,66.9,61.9,75,61,0.372262773722628
"1495",3,8,67.4,60,73.9,61,0.682481751824818
"1496",4,8,64.2,57.8,73.9,55.9,0.784671532846715
"1497",5,8,65.3,60.4,73.9,55,0.72992700729927
"1498",6,8,71.3,67.5,75.9,55,0.284671532846715
"1499",7,8,74.2,65,82,66.9,0.145985401459854
"1500",1,8,71.3,61.3,82,62.1,0.481751824817518
"1501",2,8,71.5,64.7,80.1,62.1,0.547445255474453
"1502",3,8,70.6,67.2,80.1,64,0.430656934306569
"1503",4,8,73.6,71.8,79,66.9,0.627737226277372
"1504",5,8,74.3,72.2,79,71.1,0.835766423357664
"1505",6,8,75.9,73.3,82.9,71.1,0.416058394160584
"1506",7,8,75.3,73.3,80.1,69.8,0.0766423357664234
"1507",1,8,77.5,69.4,84,70,0.521897810218978
"1508",2,8,73.1,69,84,66.9,0.525547445255474
"1509",3,8,76.5,70,82,70,0.576642335766423
"1510",4,8,71.5,65.7,82,64.9,0.492700729927007
"1511",5,8,74.4,65.7,81,64.9,0.755474452554745
"1512",6,8,69.1,62.1,81,63,0.288321167883212
"1513",7,8,68.3,63.6,75.9,63,0.0437956204379562
"1514",1,8,73.8,66.7,81,63,0.616788321167883
"1515",2,8,69,52.6,81,64,0.5
"1516",3,8,70.1,63.3,77,63,0.492700729927007
"1517",4,8,71.7,66.5,77,63,0.58029197080292
"1518",5,8,73.4,70,79,68,0.934306569343066
"1519",6,8,74.4,64.2,81,66.9,0.452554744525547
"1520",7,8,67.7,61.7,81,57.9,0.215328467153285
"1521",1,8,72.5,66.3,82.9,57.9,0.631386861313869
"1522",2,8,67.7,59.2,82.9,59,0.445255474452555
"1523",3,8,70.4,65.7,75.9,59,0.587591240875912
"1524",4,9,71.5,67,77,66.9,0.638686131386861
"1525",5,9,69.2,63.2,77,62.1,0.718978102189781
"1529",2,9,69.9,65.8,75.9,62.1,0.45985401459854
"1530",3,9,70.3,66.8,77,64.9,0.54014598540146
"1531",4,9,68.5,66.8,77,66,0.791970802919708
"1532",5,9,71.4,68.3,79,66,0.784671532846715
"1533",6,9,71.9,67,79,68,0.357664233576642
"1534",7,9,71.3,67.8,78.1,64.9,0.138686131386861
"1535",1,9,65.1,52.1,78.1,55.9,0.54014598540146
"1538",4,9,64.5,53.4,73.9,53.1,0.937956204379562
"1540",6,9,62.6,57.6,73,48,0.532846715328467
"1541",7,9,70.6,67.3,75,66.9,0.127737226277372
"1542",1,9,71,68.8,75,68,0.656934306569343
"1543",2,9,71.1,69.3,75,66,0.434306569343066
"1544",3,9,70,64.4,77,62.1,0.441605839416058
"1545",4,9,67.2,57.8,79,57.9,0.583941605839416
"1547",6,9,60.7,49.5,75.9,50,0.408759124087591
"1548",7,9,57.6,39.4,66,48,0.262773722627737
"1549",1,9,55.2,41.1,64.9,44.1,0.448905109489051
"1550",2,9,65.4,59.8,66.9,60.1,0.58029197080292
"1551",3,9,63.1,60.7,66.2,60.1,0.5
"1552",4,9,60,54.9,64.9,57.9,0.452554744525547
"1554",6,10,62,60.2,64.9,59,0.295620437956204
"1557",2,10,60.5,54.2,66,55.9,0.0839416058394161
"1558",3,10,58.7,53.2,62.1,55.4,0.711678832116788
"1559",4,10,57.3,50.9,66,48.9,0.963503649635037
"1560",5,10,55.6,49.7,70,44.1,0.927007299270073
"1561",6,10,58.7,55.5,70,44.1,0.485401459854015
"1563",1,10,54.1,43.8,57,51.8,0.142335766423358
"1564",2,10,54.3,42.2,60.1,46.9,0.872262773722628
"1566",4,10,59.6,56.6,66.9,42.1,0.937956204379562
"1567",5,10,55.9,45.7,66.9,48,0.974452554744526
"1568",6,10,50.5,38.8,60.1,41,0.514598540145985
"1569",7,10,55.2,47.6,66,39.9,0.0109489051094891
"1570",1,10,64.5,59,72,60.1,0.31021897810219
"1571",2,10,63.8,61.6,73.9,59,0.328467153284672
"1572",3,10,65.6,62.5,71.1,59,0.642335766423358
"1573",4,10,60.4,54.3,71.1,52,0.591240875912409
"1575",6,10,61.3,58.9,70,50,0.470802919708029
"1576",7,10,53.7,35.4,64,50,0.124087591240876
"1577",1,10,57.5,41.6,61,50,0.266423357664234
"1578",2,10,49.1,29.5,61,45,0.240875912408759
"1579",3,10,44.7,28.1,53.1,41,0.751824817518248
"1582",6,10,51,44.8,59,46,0.416058394160584
"1583",7,10,61.1,52.4,69.1,46.9,0.208029197080292
"1584",1,10,48.3,41.9,52,42.1,0.565693430656934
"1585",2,11,46.2,37.1,53.1,34,0.846715328467153
"1586",3,11,55.9,49.9,63,34,0.602189781021898
"1587",4,11,58.8,56.2,63,51.1,0.68978102189781
"1589",6,11,47.8,33.6,55.9,36,0.45985401459854
"1590",7,11,49.9,42.3,55.9,36,0.116788321167883
"1591",1,11,47.4,36.7,54,43,0.726277372262774
"1592",2,11,47.2,38.2,57,39,0.437956204379562
"1593",3,11,51.6,46.1,61,39,0.14963503649635
"1594",4,11,49.4,40.5,61,44.1,0.751824817518248
"1595",5,11,54.9,41,63,46.9,0.602189781021898
"1596",6,11,42.1,25.4,46,39,0.375912408759124
"1597",7,11,51.3,36.2,57,37.9,0.0656934306569343
"1598",1,11,54.4,44.6,62.1,46.9,0.613138686131387
"1599",2,11,54.8,50.1,62.1,46.9,0.87956204379562
"1600",3,11,54.4,49.5,59,51.1,0.748175182481752
"1601",4,11,48.6,43,57,41,0.755474452554745
"1603",6,11,50.1,47.2,54,48,0.700729927007299
"1604",7,11,47,42.3,50,41,0.105839416058394
"1605",1,11,38.8,23.3,51.1,37,0.671532846715328
"1606",2,11,37.7,21.4,43,34,0.967153284671533
"1612",1,11,39.5,26.7,46.9,33.1,0.536496350364963
"1613",2,11,43.8,38.5,53.6,33.1,0.91970802919708
"1614",3,11,52.9,51.3,57.2,48.2,0.839416058394161
"1615",4,12,53.4,49.7,57,48.9,0.854014598540146
"1616",5,12,46.4,32.8,57,43,0.693430656934307
"1617",6,12,43.8,28.3,50,39.9,0.335766423357664
"1620",2,12,41.7,31.3,46.9,30.9,0.77007299270073
"1621",3,12,42.8,37.1,46,39,0.5
"1622",4,12,42.7,35.1,46.9,37,0.492700729927007
"1623",5,12,36.6,19.2,46.9,34,0.733576642335766
"1624",6,12,28.2,9.9,39.9,24.1,0.200729927007299
"1625",7,12,29.9,13.3,36,24.1,0.0802919708029197
"1626",1,12,43.6,40.4,53.1,25,0.602189781021898
"1627",2,12,39.7,26.9,53.1,35.1,0.474452554744526
"1628",3,12,41.2,31.1,44.1,35.1,0.68978102189781
"1629",4,12,29.8,14,44.1,19.9,0.908759124087591
"1631",6,12,36.2,31.3,52,12,0.448905109489051
"1632",7,12,49.8,48,57,43,0.0766423357664234
"1633",1,12,35.3,22.9,57.9,30,0.81021897810219
"1634",2,12,34.8,25.3,41,30,0.799270072992701
"1635",3,12,38.8,29,43,30,0.642335766423358
"1636",4,12,38.9,32.3,46,27,0.72992700729927
"1637",5,12,39,28.8,46,27,0.700729927007299
"1638",6,12,44.1,39.3,48.9,36,0.197080291970803
"1641",2,12,49.8,46.9,53.1,44.1,0.251824817518248
"1642",3,12,39.1,26.8,53.1,34,0.167883211678832
"1643",4,12,37.3,29.4,48.9,24.1,0.153284671532847
"1644",5,12,40.4,29.9,50,24.1,0.302919708029197
"1648",2,1,44.3,40.7,48.9,42.1,0.578754578754579
"1649",3,1,46.5,43.7,53.1,42.1,0.326007326007326
"1650",4,1,36.4,19.7,48,32,0.186813186813187
"1651",5,1,31.7,25.8,41,28.9,0.362637362637363
"1654",1,1,18.3,5.7,28,15.1,0.615384615384615
"1655",2,1,35.6,26.3,42.1,15.1,0.351648351648352
"1656",3,1,45,40.9,50,28.9,0.468864468864469
"1657",4,1,47.8,45.5,53.1,42.1,0.531135531135531
"1658",5,1,46.8,37.5,50,37.9,0.377289377289377
"1662",2,1,40,30.9,44.1,37,0.571428571428571
"1663",3,1,41.6,38.5,44.1,36,0.175824175824176
"1664",4,1,40.7,36.9,45,37,0.399267399267399
"1665",5,1,39.9,32.5,45,37,0.380952380952381
"1668",1,1,40.9,34.4,44.1,37.4,0.608058608058608
"1669",2,1,48.9,46.9,55,37.9,0.230769230769231
"1670",3,1,41.1,35.1,55,37.9,0.274725274725275
"1671",4,1,44.3,39.9,50,37.9,0.227106227106227
"1672",5,1,42.1,29.8,45,39.9,0.3003663003663
"1673",6,1,38.7,23.1,45,36,0
"1675",1,1,34,23.1,43,24.1,0.161172161172161
"1676",2,1,28.1,14.6,39.9,21.9,0.256410256410256
"1677",3,2,38.7,31.3,45,21.9,0.267399267399267
"1678",4,2,37.7,24.2,45,30,0.311355311355311
"1679",5,2,30.9,14,44.1,26.1,0.395604395604396
"1680",6,2,28.4,10.8,33.1,24.1,0.146520146520147
"1682",1,2,37.5,21,44.1,30.9,0.241758241758242
"1683",2,2,38.1,32.2,46.9,25,0.457875457875458
"1684",3,2,46.2,43.9,50,42.1,0.63003663003663
"1685",4,2,38.1,33.3,51.1,24.1,0.021978021978022
"1686",5,2,21,9.1,27,16,0.758241758241758
"1687",6,2,32,24.7,41,16,0.0366300366300366
"1689",1,2,35.9,30.3,44.6,28.9,0.516483516483517
"1690",2,2,30.1,19.1,33.1,26.6,0.684981684981685
"1691",3,2,36.6,32.7,44.1,21.9,0.373626373626374
"1692",4,2,36.1,28.8,44.1,21.9,0.553113553113553
"1693",5,2,31.8,17.3,39,26.1,0.655677655677656
"1694",6,2,37,26.6,46.9,24.1,0.252747252747253
"1699",4,2,44,41.7,48.9,37,0.293040293040293
"1700",5,2,47.5,44.3,54,39.9,0.571428571428571
"1701",6,2,49.8,46.6,57.9,44.1,0.263736263736264
"1703",1,2,39.1,25.5,48,30,0.142857142857143
"1704",2,2,44.2,39.9,48.9,30,0.32967032967033
"1705",3,3,47.4,45.8,52,41,0.256410256410256
"1706",4,3,47.8,36.9,52,37.9,0.556776556776557
"1707",5,3,33.2,8.8,51.1,28,0.893772893772894
"1708",6,3,22.9,0.1,37,18,0.128205128205128
"1710",1,3,28.9,11.2,36,12,0.428571428571429
"1711",2,3,36.7,27.5,45,24.1,0.498168498168498
"1712",3,3,45.9,42.6,48.9,30,0.395604395604396
"1713",4,3,45.9,34.3,52,41,0.600732600732601
"1714",5,3,35.5,26.4,52,30,0.406593406593407
"1715",6,3,22.5,7.2,44.1,17.1,0.172161172161172
"1716",7,3,20,2.6,26.1,15.1,0.0549450549450549
"1719",3,3,29.8,20.7,46.9,25,0.545787545787546
"1721",5,3,33,13.4,39,23,0.934065934065934
"1722",6,3,34.7,23.9,43,21.9,0.010989010989011
"1723",7,3,36,32.2,43,21.9,0.179487179487179
"1724",1,3,39.2,26.3,45,33.1,0.912087912087912
"1725",2,3,39.9,26.4,50,34,0.494505494505495
"1726",3,3,38.6,20.9,50,27,0.424908424908425
"1727",4,3,26.4,1.5,46,19.9,0.73992673992674
"1728",5,3,35.3,21.9,43,19.9,0.56043956043956
"1729",6,3,42.9,36.8,48,37.4,0.256410256410256
"1731",1,3,42,38.3,46.9,28,0.468864468864469
"1732",2,3,40.7,38.5,48,37,0.333333333333333
"1733",3,3,41.9,37.1,48,37,0.626373626373626
"1734",4,3,40,25.9,46,34,0.505494505494505
"1735",5,3,37.6,30.7,45,30.9,0.923076923076923
"1736",6,4,39.8,36.9,44.1,35.1,0.32967032967033
"1737",7,4,39.7,33,46.9,37,0.0476190476190476
"1738",1,4,43,31.7,54,32,0.531135531135531
"1739",2,4,42.9,38,54,32,0.355311355311355
"1740",3,4,42.6,38.4,46.9,39,0.315018315018315
"1741",4,4,41.9,38.5,51.8,39,0.776556776556777
"1742",5,4,47.8,42.6,54,39,0.706959706959707
"1743",6,4,43.9,30.6,51.1,39,0.461538461538462
"1744",7,4,46.3,30.9,55,39,0.146520146520147
"1745",1,4,46.9,39.6,55,39.9,0.487179487179487
"1746",2,4,49.8,44,55,41,0.0659340659340659
"1747",3,4,49.1,45.1,55,46,0.142857142857143
"1748",4,4,49.8,38.5,57,42.1,0.326007326007326
"1749",5,4,47.5,34.1,57.9,37.9,0.0512820512820513
"1753",2,4,47.8,39.2,53.1,41,0.0549450549450549
"1754",3,4,41.7,32.2,53.1,32,0.289377289377289
"1755",4,4,47.5,44.1,54,32,0.47985347985348
"1756",5,4,45.7,43.4,46.9,44.6,0.692307692307692
"1757",6,4,46.7,44.5,48.9,44.1,0.183150183150183
"1758",7,4,46.5,39.5,55.9,43,0.0586080586080586
"1759",1,4,46.6,42.4,55.9,42.1,0.146520146520147
"1760",2,4,49.7,46.6,52,42.1,0.813186813186813
"1761",3,4,53.1,51.8,55.4,50,0.472527472527473
"1762",4,4,52.9,50.7,63,48,0.684981684981685
"1764",6,4,54.2,51.6,64,48.2,0.586080586080586
"1766",1,5,49.3,45.3,57.9,44.6,0.505494505494505
"1767",2,5,55.4,53.4,60.1,45,0.886446886446886
"1768",3,5,54.7,44.3,60.1,48.9,0.78021978021978
"1769",4,5,51.5,34.8,59,45,0.732600732600733
"1771",6,5,55.1,54.1,57.9,46,0.673992673992674
"1772",7,5,52.5,48.9,57.9,50,0.0476190476190476
"1773",1,5,50,41.3,57,46,0.501831501831502
"1774",2,5,48.3,34.9,55,39.9,0.549450549450549
"1775",3,5,48.7,38.4,57,39.9,0.611721611721612
"1776",4,5,49.5,42,57,43,0.677655677655678
"1778",6,5,47.9,41.7,54,44.1,0.666666666666667
"1779",7,5,50.4,47.9,57,45,0.483516483516484
"1780",1,5,51.1,43.8,57,48,0.835164835164835
"1781",2,5,57.5,46.9,69.1,46.9,0.706959706959707
"1782",3,5,57.9,50.2,69.1,48,0.923076923076923
"1785",6,5,56.3,41.6,69.1,48,0.406593406593407
"1786",7,5,52.7,37.3,63,41,0.428571428571429
"1787",1,5,51.4,40.5,63,41,0.798534798534799
"1788",2,5,56.8,52.3,62.1,48,0.578754578754579
"1789",3,5,53.9,49.6,62.1,50,0.512820512820513
"1790",4,5,53.8,51.1,59,51.1,0.882783882783883
"1795",2,5,53.5,49.6,61,50,0.534798534798535
"1796",3,5,55.4,53.1,62.1,50,0.615384615384615
"1797",4,6,55.7,53.8,61,51.8,0.56043956043956
"1798",5,6,58.2,48.2,66,52,0.864468864468865
"1799",6,6,56.9,47.9,66,43,0.498168498168498
"1801",1,6,56.6,54.5,66,50,0.567765567765568
"1802",2,6,52.4,50.5,64.9,50,0.582417582417582
"1803",3,6,54.5,47.5,61,50,0.637362637362637
"1804",4,6,52.7,45.2,63,39.9,0.582417582417582
"1805",5,6,57.6,52.7,66,39.9,0.985347985347985
"1806",6,6,60.4,54.5,70,54,0.600732600732601
"1807",7,6,61.5,55.8,70,55.9,0.736263736263736
"1810",3,6,67.1,51.6,79,57,0.926739926739927
"1811",4,6,57.2,45.8,66,46.9,0.989010989010989
"1812",5,6,59.8,52.9,66,46.9,0.571428571428571
"1813",6,6,61.7,59.4,68,57,0.56043956043956
"1814",7,6,63.8,62.5,68,59,0.336996336996337
"1817",3,6,62.6,61.8,66.9,60.1,0.89010989010989
"1820",6,6,67.2,65.1,75,61,0.923076923076923
"1821",7,6,68.8,60.1,79,59,0.326007326007326
"1822",1,6,66.7,59.2,79,59,0.615384615384615
"1823",2,6,64.3,61.6,75,57.9,0.937728937728938
"1824",3,6,65.4,58,71.1,57.9,0.838827838827839
"1825",4,6,65.6,62.6,71.1,59,0.974358974358974
"1826",5,6,66.9,63.7,72,63,0.901098901098901
"1827",6,7,67.7,66.3,73,63,0.344322344322344
"1828",7,7,68.7,67.4,73.9,64.4,0.131868131868132
"1829",1,7,70.9,66.1,82,64.9,0.424908424908425
"1831",3,7,67.9,58.5,81,57.9,0.750915750915751
"1832",4,7,61.7,59.9,78.1,53.1,0.402930402930403
"1833",5,7,66,66,69.8,64,0.633699633699634
"1834",6,7,67.3,66.8,73,64,0.307692307692308
"1835",7,7,69.6,64.1,77,64,0.0402930402930403
"1836",1,7,68.3,66.1,77,62.1,0.608058608058608
"1837",2,7,68.8,68.4,75,62.1,0.501831501831502
"1838",3,7,70.8,70.2,77,64.9,0.644688644688645
"1839",4,7,70.8,69.6,80.1,64,0.945054945054945
"1840",5,7,63.7,61.5,80.1,62.1,0.754578754578755
"1841",6,7,64.3,62.7,72,60.1,0.542124542124542
"1842",7,7,69.3,67.7,78.1,60.1,0.0512820512820513
"1843",1,7,67.3,66.8,78.1,62.1,0.505494505494505
"1844",2,7,69.4,67.9,78.1,62.1,0.750915750915751
"1845",3,7,71.6,70.3,79,66,0.901098901098901
"1846",4,7,74.7,70.6,84.9,66.9,1
"1847",5,7,75.6,69.6,84.9,69.1,0.84981684981685
"1848",6,7,74,67.2,84.9,68,0.538461538461538
"1849",7,7,68.4,63.5,82,64,0.194139194139194
"1850",1,7,63,58,75,57.9,0.435897435897436
"1851",2,7,62.8,59.4,70,57.9,0.344322344322344
"1852",3,7,63.6,58,72,55,0.490842490842491
"1853",4,7,61.8,59.2,72,55,0.399267399267399
"1854",5,7,69.2,66.9,77,55.9,0.673992673992674
"1855",6,7,65.1,65,77,63,0.0402930402930403
"1856",7,7,67.1,57.7,73.9,62.1,0.384615384615385
