"","day","mo","temp","dewp","max","min","NUM_COLLISIONS"
"1857",1,7,63.9,57.3,73.9,50,0.567765567765568
"1858",2,8,68.2,64.8,75.9,50,0.747252747252747
"1859",3,8,68.6,66.6,75.9,63,0.428571428571429
"1860",4,8,67.5,66,75,61,0.776556776556777
"1861",5,8,67.7,66.7,75.9,61,0.941391941391941
"1862",6,8,67.7,67.2,75.9,64,0.263736263736264
"1863",7,8,69.4,59.9,75,64,0.0659340659340659
"1864",1,8,67.5,64.2,75,59,0.384615384615385
"1865",2,8,65.2,62.8,73.9,59,0.476190476190476
"1866",3,8,67.1,63.5,75,59,0.564102564102564
"1867",4,8,67.8,66,75,59,0.545787545787546
"1868",5,8,67.6,65.8,77,60.1,0.564102564102564
"1869",6,8,65.9,65.8,77,60.1,0.0915750915750916
"1870",7,8,71,69.3,80.1,62.1,0.227106227106227
"1871",1,8,67.7,65.2,80.1,61,0.36996336996337
"1872",2,8,67.8,66.8,79,61,0.278388278388278
"1873",3,8,71.1,65.9,79,64.9,0.362637362637363
"1874",4,8,68,60.8,79,62.1,0.505494505494505
"1875",5,8,66.6,65.6,73.9,57.9,0.406593406593407
"1876",6,8,71.8,70.9,78.1,57.9,0.501831501831502
"1877",7,8,72.8,68.1,80.1,66.9,0.135531135531136
"1878",1,8,69.9,65.6,81,61,0.461538461538462
"1879",2,8,70.5,69.8,81,61,0.67032967032967
"1880",3,8,72.3,70.9,78.1,68,0.468864468864469
"1881",4,8,70,60.2,79,63,0.476190476190476
"1882",5,8,66.4,60,79,57.9,0.483516483516484
"1883",6,8,64.1,56.8,73.9,54,0.252747252747253
"1885",1,8,62.7,56.4,73,50,0.304029304029304
"1886",2,8,62,58.3,71.1,54,0.413919413919414
"1887",3,8,61.8,57.5,68,57,0.622710622710623
"1888",4,8,66.2,60.6,75,54,0.428571428571429
"1889",5,9,62.7,50,75,55,0.659340659340659
"1890",6,9,58.7,45.2,66.9,50,0.223443223443223
"1891",7,9,60,56.6,68,50,0.0622710622710623
"1892",1,9,65.4,62.2,70,53.1,0.113553113553114
"1893",2,9,68.1,66.4,73,62.1,0.754578754578755
"1894",3,9,69.6,68.6,75,64.9,0.391941391941392
"1896",5,9,65.4,60.5,70,60.1,0.875457875457875
"1897",6,9,63.1,57,70,54,0.391941391941392
"1898",7,9,61.1,56.3,69.1,54,0.117216117216117
"1899",1,9,63.6,53.9,72,52,0.857142857142857
"1900",2,9,65.3,59.7,73.9,57,0.655677655677656
"1901",3,9,67.5,63.4,75,60.1,0.868131868131868
"1902",4,9,67.4,67.2,75,63,0.831501831501832
"1904",6,9,66.8,65.5,75.9,61,0.446886446886447
"1905",7,9,64.7,64.2,75.9,60.1,0.311355311355311
"1906",1,9,65.7,65.5,73,60.1,0.626373626373626
"1907",2,9,65.5,65.4,71.1,63,0.586080586080586
"1908",3,9,66.1,66.1,70,63,0.3003663003663
"1909",4,9,63.9,63.8,68,60.1,0.124542124542125
"1910",5,9,61.3,61.3,66,59,0.413919413919414
"1911",6,9,62.6,62.6,64.9,61,0.476190476190476
"1912",7,9,65.3,64.3,73,60.1,0.315018315018315
"1913",1,9,64.2,63.7,73,59,0.824175824175824
"1914",2,9,65.9,65.3,77,59,0.567765567765568
"1915",3,9,68.7,68.6,77,62.1,0.714285714285714
"1916",4,9,69.4,66.3,77,64,0.875457875457875
"1917",5,9,59.6,48.5,72,53.1,0.937728937728938
"1918",6,9,56.3,50.9,64,48,0.179487179487179
"1919",7,10,55.5,46.8,63,48,0.256410256410256
"1920",1,10,58,51.4,66,48,0.871794871794872
"1921",2,10,54.1,47.5,62.1,46,0.681318681318681
"1922",3,10,59.3,56.1,66,46,0.769230769230769
"1923",4,10,63.7,62.6,69.1,54,0.571428571428571
"1924",5,10,64.9,64.2,70,61,0.542124542124542
"1925",6,10,63.8,63.5,71.1,61,0.252747252747253
"1926",7,10,65.8,65.6,71.1,61,0.0732600732600733
"1927",1,10,66.3,66.2,71.1,64,0.164835164835165
"1928",2,10,68.8,65.6,77,63,0.978021978021978
"1929",3,10,62.1,58.7,77,55.9,0.465201465201465
"1930",4,10,57.1,49.2,68,52,0.373626373626374
"1931",5,10,56.4,49.4,63,51.1,0.575091575091575
"1932",6,10,62.4,62,66.9,52,0.241758241758242
"1934",1,10,62.3,58.2,68,55,0.512820512820513
"1935",2,10,51.1,39,66.9,41,0.860805860805861
"1936",3,10,56.7,49,66.9,41,0.864468864468865
"1937",4,10,59.7,58.3,66.9,48.9,0.970695970695971
"1939",6,10,58.8,50.3,68,46.9,0.3003663003663
"1940",7,10,60.6,59.2,66.9,46.9,0.0989010989010989
"1941",1,10,59.5,58.7,68,52,0.615384615384615
"1942",2,10,64.3,63.4,69.1,53.1,0.673992673992674
"1943",3,10,65.1,65,69.1,60.1,0.538461538461538
"1944",4,10,60.1,59.6,66.9,55,0.575091575091575
"1945",5,10,54.1,43.5,64,48.9,0.945054945054945
"1946",6,10,55.1,51.2,63,42.1,0.417582417582418
"1947",7,10,60.4,59.4,64,42.1,0.41025641025641
"1949",2,10,57.7,44.2,73,53.1,0.714285714285714
"1950",3,11,50.6,39.9,61,37.9,0.388278388278388
"1951",4,11,58.9,56.1,64,55,0.897435897435897
"1953",6,11,53.6,44.6,66,46.9,0.41025641025641
"1954",7,11,54.5,49.5,61,46.9,0.0659340659340659
"1955",1,11,62.2,61.6,66,48.9,0.663003663003663
"1956",2,11,53,46.7,66,48,0.765567765567766
"1957",3,11,47,43.6,57,44.1,0.58974358974359
"1958",4,11,48.3,39.9,54,43,0.736263736263736
"1959",5,11,44.6,33.5,55,32,0.816849816849817
"1960",6,11,30.2,18,36,26.1,0.446886446886447
"1961",7,11,35.8,29.8,46.9,24.1,0.139194139194139
"1962",1,11,48.8,44.3,52,46,0.725274725274725
"1963",2,11,46.1,39,52,42.1,0.534798534798535
"1964",3,11,43.9,37.1,48.9,39,0.776556776556777
"1967",6,11,43.5,31.4,53.1,28,0.468864468864469
"1968",7,11,54.8,50.4,59,44.1,0.263736263736264
"1969",1,11,40.5,24.6,45,37.9,0.904761904761905
"1971",3,11,54.2,52.3,57.9,45,1
"1973",5,11,40.8,30.7,50,33.1,0.00366300366300366
"1976",1,11,43,28.8,52,39,0.490842490842491
"1977",2,11,37.9,27.4,48.9,28,0.542124542124542
"1978",3,11,52.2,47.6,59,46,0.732600732600733
"1979",4,11,43.2,34,59,33.1,0.593406593406593
"1980",5,12,48.2,44.2,52,33.1,0.992673992673993
"1981",6,12,42.5,34.2,52,35.1,0.271062271062271
"1983",1,12,40.9,35.1,48.9,33.1,0.67032967032967
"1984",2,12,42,38.5,52,28,0.743589743589744
"1985",3,12,51.3,48.7,57,28,0.549450549450549
"1986",4,12,43.4,28.1,57,39,0.703296703296703
"1987",5,12,41,26.6,48,37.9,0.663003663003663
"1988",6,12,38.7,36.7,43,37,0.135531135531136
"1989",7,12,39,34.6,42.1,35.1,0.043956043956044
"1990",1,12,38.4,28.3,42.1,32,0.82051282051282
"1991",2,12,42.6,38.1,51.1,26.1,0.681318681318681
"1992",3,12,32.8,25.1,51.1,25,0.761904761904762
"1995",6,12,30.9,24.3,35.1,17.1,0.586080586080586
"1996",7,12,27.6,13.8,35.1,24.1,0.168498168498169
"1997",1,12,32.7,23.9,43,24.1,0.750915750915751
"1998",2,12,44.9,41.8,51.1,41,0.571428571428571
"1999",3,12,44.3,31.7,51.1,37,0.728937728937729
"2000",4,12,32.4,19.7,36,26.1,0.882783882783883
"2001",5,12,32.7,24.3,41,24.1,0.802197802197802
"2002",6,12,45.6,45.4,53.1,26.1,0.234432234432234
"2005",2,12,29.5,12.4,50,25,0.153846153846154
"2006",3,12,21.9,5,32,18,0.278388278388278
"2007",4,12,15.3,-1.4,24.1,12,0.395604395604396
"2008",5,12,13.7,5.4,21.9,6.1,0.355311355311355
"2009",6,12,16.7,3.7,21.9,6.1,0.234432234432234
"2012",2,1,14.7,2,18,5,0.57037037037037
"2013",3,1,25.6,18.3,35.1,10.9,0.537037037037037
"2015",5,1,23,13.8,42.1,15.1,0.740740740740741
"2016",6,1,13.2,-0.2,27,10.9,0.366666666666667
"2018",1,1,35,28,42.1,21.9,0.814814814814815
"2019",2,1,38.3,32.3,43,30.9,0.681481481481481
"2020",3,1,31.4,24.2,42.1,21.9,0.692592592592593
"2021",4,1,38.5,38,45,21.9,0.725925925925926
"2022",5,1,43.7,43.7,48,30.9,0.755555555555556
"2023",6,1,45.4,43.2,52,33.1,0.381481481481481
"2025",1,1,31.6,24.5,37.9,25,0.0851851851851852
"2026",2,1,32.3,28.9,37.9,28,0.433333333333333
"2027",3,1,36,35.2,41,28,0.411111111111111
"2028",4,1,32.4,29.5,41,28.9,0.496296296296296
"2029",5,1,28.9,21.4,34,24.1,0.366666666666667
"2030",6,1,38.1,32.5,46.9,24.1,0.111111111111111
"2032",1,1,36.4,35.9,48.9,27,0.218518518518519
"2033",2,1,45.3,45.3,51.1,27,0.114814814814815
"2034",3,1,41.1,36.1,51.1,34,0.425925925925926
"2035",4,1,28,12.4,44.1,23,0.377777777777778
"2036",5,1,25.3,7,32,21,0.655555555555556
"2037",6,1,36.8,30.7,46,17.1,0.037037037037037
"2039",1,1,40.3,37.7,46,37,0.114814814814815
"2040",2,1,31.9,30.5,42.1,26.1,0.292592592592593
"2041",3,1,25,14.8,37,19.9,0.355555555555556
"2042",4,2,38.3,34.7,44.1,19.9,0.348148148148148
"2043",5,2,34.2,30.8,44.1,23,0.433333333333333
"2045",7,2,37.8,34.1,46,30,0.148148148148148
"2046",1,2,42.5,38.1,46.9,33.1,0.762962962962963
"2047",2,2,30,20.2,46.9,19.9,0.166666666666667
"2048",3,2,36.4,32.6,48.9,19.9,0.566666666666667
"2049",4,2,34.6,28.2,48.9,21.9,0.42962962962963
"2050",5,2,28.3,17.3,42.1,19.9,0.307407407407407
"2051",6,2,41.6,39,48,21.9,0.181481481481481
"2053",1,2,45,44.2,52,34,0.159259259259259
"2054",2,2,31.5,23,34,28,0.418518518518519
"2055",3,2,36.9,34,44.1,28,0.633333333333333
"2056",4,2,40.8,40.8,44.1,30.9,0.537037037037037
"2057",5,2,44.8,44.6,52,37.9,0.303703703703704
"2058",6,2,35.9,24.8,52,30,0.385185185185185
"2061",2,2,45.6,45.5,48,44.1,0.12962962962963
"2062",3,2,45.9,45.9,48.9,44.1,0.374074074074074
"2063",4,2,43.1,38.6,48.9,35.1,0.185185185185185
"2064",5,2,37.5,32.5,48.9,34,0.177777777777778
"2065",6,2,42.3,41.5,48.9,35.1,0.148148148148148
"2067",1,2,42.1,40.1,46.9,39,0.211111111111111
"2068",2,2,40.3,29.3,46.9,28,0.485185185185185
"2069",3,2,42.6,38.2,48,28,0.57037037037037
"2070",4,3,46.7,41,60.1,39,0.440740740740741
"2072",6,3,40.2,37.5,48.9,37,0.403703703703704
"2074",1,3,37.8,34.5,43,33.1,0.42962962962963
"2075",2,3,37.7,30.1,41,33.1,0.651851851851852
"2076",3,3,38.1,35.9,43,32,0.062962962962963
"2077",4,3,39.6,36.3,46,34,0.492592592592593
"2078",5,3,35.5,28.2,44.1,30,0.92962962962963
"2079",6,3,38.1,25.9,43,30,0.248148148148148
"2081",1,3,36.7,30.7,46,27,0.662962962962963
"2082",2,3,35,33.4,46,27,0.288888888888889
"2083",3,3,34.8,29,39,32,0.562962962962963
"2084",4,3,36.5,28.1,39.9,33.1,0.7
"2085",5,3,36.1,21.4,39.9,33.1,0.937037037037037
"2086",6,3,33.3,17.6,39.9,28,0.22962962962963
"2087",7,3,27.2,7.9,39.9,21,0.0962962962962963
"2088",1,3,30.5,6.6,37,21,0.688888888888889
"2089",2,3,32.5,17.5,37,26.1,0.359259259259259
"2091",4,3,36.1,35.3,37.9,33.8,0.959259259259259
"2092",5,3,37.5,31.9,45,30,0.859259259259259
"2093",6,3,36.3,30.8,46,26.1,0.185185185185185
"2095",1,3,36.4,25,45,32,0.777777777777778
"2096",2,3,37.6,28.7,45,30.9,0.47037037037037
"2097",3,3,40.4,32.9,48,30.9,0.477777777777778
"2098",4,3,41.6,40.3,48.9,35.1,0.418518518518519
"2099",5,3,46.8,46.8,48.9,35.1,0.296296296296296
"2100",6,3,43.6,33.1,48.9,39,0.32962962962963
"2102",1,4,37.7,31.2,50,33.1,0.22962962962963
"2103",2,4,35.3,32.5,45,24.1,0.188888888888889
"2104",3,4,47.3,46.9,55.9,39.2,0.2
"2105",4,4,39.9,24,57,34,0.114814814814815
"2106",5,4,38,25.2,46.9,28.9,0.0555555555555556
"2109",1,4,36.3,20.4,42.1,30.9,0.462962962962963
"2110",2,4,37.7,31.7,42.1,30.9,0.622222222222222
"2111",3,4,37.9,33,44.1,30,0.414814814814815
"2112",4,4,42.8,38.5,50,28.9,0.407407407407407
"2113",5,4,47.7,45.3,51.1,37,0.944444444444444
"2114",6,4,47.7,45,52,42.1,0.459259259259259
"2115",7,4,39.7,31.5,55,37,0.037037037037037
"2116",1,4,44.7,44.7,53.1,37,0.892592592592593
"2117",2,4,45.6,41.3,53.1,39,0.37037037037037
"2118",3,4,41.9,34.1,50,37,0.6
"2119",4,4,41.8,40.6,46.9,37,0.762962962962963
"2120",5,4,43.2,33.2,51.1,37,0.766666666666667
"2121",6,4,44.6,31.9,52,37,0.311111111111111
"2122",7,4,46.3,33.1,55.9,37,0.251851851851852
"2123",1,4,46.4,33.6,57.9,35.1,0.648148148148148
"2124",2,4,44.7,41.7,57.9,34,0.633333333333333
"2125",3,4,49.2,48.2,55,35.1,0.466666666666667
"2126",4,4,50,48.9,55,48,0.848148148148148
"2127",5,4,48.8,46.9,55.9,39.9,0.703703703703704
"2128",6,4,49.5,48.3,60.1,39.9,0.385185185185185
"2129",7,4,50.5,48.7,60.1,43,0.0185185185185185
"2130",1,4,46.2,40.4,57.9,41,0.577777777777778
"2131",2,5,48.4,43.7,57,41,0.788888888888889
"2134",5,5,53.3,51.3,59,50,0.825925925925926
"2135",6,5,58,47.5,66,51.1,0.377777777777778
"2137",1,5,53,49.7,63,46,0.722222222222222
"2138",2,5,48.4,46.3,60.1,39,0.874074074074074
"2139",3,5,51.2,50.1,61,46.9,0.781481481481481
"2140",4,5,51,50.2,59,48,0.603703703703704
"2142",6,5,48.9,46.2,52,45,0.377777777777778
"2143",7,5,49.7,48.5,54,43,0.107407407407407
"2144",1,5,50.5,49.6,57,48,0.7
"2146",3,5,55.3,53.8,60.1,50,0.688888888888889
"2147",4,5,54.1,54.1,62.1,50,0.859259259259259
"2148",5,5,52.2,49.1,62.1,48,0.42962962962963
"2149",6,5,49.6,49,55.9,46,0.307407407407407
"2150",7,5,56.5,56.4,60.8,51.1,0.288888888888889
"2151",1,5,60.9,51,69.1,52,0.466666666666667
"2152",2,5,54.6,49.5,69.1,48,0.7
"2153",3,5,57.3,55.7,68,50,0.848148148148148
"2154",4,5,56.3,49.7,68,50,1
"2156",6,5,58.8,56.7,64.4,55,0.374074074074074
"2160",3,5,59.2,54.2,77,50,0.77037037037037
"2161",4,5,55.1,54.6,69.1,50,0.733333333333333
"2162",5,6,58.6,58.4,64.9,51.1,0.92962962962963
"2163",6,6,63.1,60.8,75.9,55.9,0.451851851851852
"2164",7,6,52.8,48.1,57.9,46.9,0.0925925925925926
"2165",1,6,51,50.1,57,46.9,0.733333333333333
"2166",2,6,54.5,51.3,61,48,0.696296296296296
"2167",3,6,54.8,50.8,61,50,0.559259259259259
"2168",4,6,51.5,48,57.9,43,0.714814814814815
"2169",5,6,54.8,51.9,62.1,43,0.951851851851852
"2170",6,6,62.9,55.8,77,45,0.762962962962963
"2171",7,6,61.5,49.5,77,54,0.122222222222222
"2172",1,6,56.2,45.3,68,51.1,0.688888888888889
"2173",2,6,55.3,48.6,64,46,0.814814814814815
"2174",3,6,59.4,57,66,46.9,0.762962962962963
"2176",5,6,59,54,71.1,54,0.844444444444444
"2177",6,6,62.8,56,75,51.1,0.655555555555556
"2178",7,6,66.7,56.6,82,54,0.47037037037037
"2181",3,6,62.8,58.8,78.1,52,0.733333333333333
"2183",5,6,61.1,56.4,69.1,55.9,0.844444444444444
"2184",6,6,59.2,57,69.1,55.9,0.0481481481481481
"2185",7,6,62.7,61.5,68,57,0.196296296296296
"2186",1,6,63.8,60.8,70,57.9,0.862962962962963
"2187",2,6,60.7,55.3,71.1,50,0.97037037037037
"2188",3,6,62.7,59.1,71.1,50,0.148148148148148
"2189",4,6,64.1,62.6,69.1,59,0.877777777777778
"2191",6,6,71.1,65.4,82,62.1,0.559259259259259
"2192",7,7,70.8,66.4,86,62.1,0.233333333333333
"2193",1,7,68.4,64.9,86,63,0.811111111111111
"2194",2,7,66.9,66.2,73.9,61,0.659259259259259
"2196",4,7,71.7,71,81,66.9,0.814814814814815
"2197",5,7,70.6,69.3,77,66.9,0.57037037037037
"2198",6,7,67.3,52.8,75.9,60.1,0.0962962962962963
"2199",7,7,61.7,52.8,73.9,51.1,0.166666666666667
"2200",1,7,60.9,53.6,73.9,50,0.637037037037037
"2201",2,7,67.2,64.7,73,50,0.840740740740741
"2202",3,7,68.3,65.1,73.9,63,0.47037037037037
"2203",4,7,68.2,59.5,77,60.1,0.525925925925926
"2204",5,7,64.8,55.1,77,54,0.837037037037037
"2205",6,7,64.9,59.5,73.9,54,0.285185185185185
"2206",7,7,65.5,61.6,72,55.9,0.237037037037037
"2207",1,7,68.7,67.9,75,61,0.811111111111111
"2208",2,7,70.5,69,75.9,66,0.666666666666667
"2209",3,7,71.2,66.7,77,66.9,0.696296296296296
"2210",4,7,67.9,57.5,77,59,0.885185185185185
"2211",5,7,64.3,56.7,77,54,0.740740740740741
"2212",6,7,59.8,90,73,52,0.451851851851852
"2213",7,7,66.5,66.2,72,52,0.148148148148148
"2214",1,7,69.9,68.1,73.9,63,0.422222222222222
"2215",2,7,69.2,68.1,75,66,0.57037037037037
"2216",3,7,69.8,68.7,75.9,66,0.581481481481481
"2217",4,7,69.8,69.4,75.9,66,0.392592592592593
"2218",5,7,70.6,70.1,75.9,68,0.937037037037037
"2219",6,7,69.7,69.7,75.9,66.9,0.507407407407407
"2221",1,7,71.3,66.7,80.1,64.9,0.296296296296296
"2222",2,7,68.9,65.8,80.1,64,0.774074074074074
"2223",3,8,69.2,67.6,73.9,64,0.592592592592593
"2224",4,8,73.7,72.5,78.1,64,0.822222222222222
"2225",5,8,73.7,72.6,79,71.1,0.922222222222222
"2226",6,8,71.8,71.2,79,69.1,0.388888888888889
"2227",7,8,74.3,70.4,81,69.1,0.27037037037037
"2228",1,8,74.8,73.4,81,70,0.488888888888889
"2229",2,8,75.8,74.1,82,71.1,0.585185185185185
"2230",3,8,74.6,73.6,82,70,0.577777777777778
"2231",4,8,74.9,73.5,82.9,70,0.774074074074074
"2232",5,8,76.9,68.4,86,68,0.766666666666667
"2233",6,8,68.8,66.2,86,64,0.251851851851852
"2235",1,8,69.1,68.1,75.9,64.9,0.433333333333333
"2236",2,8,72.8,71.4,80.1,64.9,0.744444444444444
"2237",3,8,74.1,70.4,80.1,69.1,0.537037037037037
"2238",4,8,77.2,71.4,87.1,70,0.544444444444444
"2239",5,8,74.9,72.1,87.1,66,0.751851851851852
"2240",6,8,73.9,72.4,82.9,66,0.292592592592593
"2242",1,8,66.7,66,72,66,0.22962962962963
"2243",2,8,66.7,65.5,70,64.4,0.296296296296296
"2244",3,8,68.1,67.4,75.9,62.1,0.366666666666667
"2245",4,8,70,61.6,75.9,62.1,0.407407407407407
"2246",5,8,67.1,61.5,75.9,55,0.67037037037037
"2247",6,8,66.5,60.3,75.9,55,0.192592592592593
"2248",7,8,68.2,60.3,77,57,0.103703703703704
"2249",1,8,73.1,69.6,84,62.1,0.559259259259259
"2250",2,8,73,71.2,84,66.9,0.796296296296296
"2251",3,8,75.3,72.7,84.9,69.1,0.685185185185185
"2252",4,8,76.2,72.4,90,71.1,0.874074074074074
"2253",5,8,69.9,63.6,73.9,63,0.455555555555556
"2254",6,9,65,59.4,75,55.9,0.107407407407407
"2255",7,9,67,64,79,55.9,0.103703703703704
"2256",1,9,69.9,69.1,79,59,0.122222222222222
"2258",3,9,69.2,64.7,86,61,0.992592592592593
"2260",5,9,71.1,64.3,80.1,66,0.633333333333333
"2261",6,9,66.6,60.3,75,61,0.251851851851852
"2262",7,9,62.6,50.8,73,59,0.207407407407407
"2263",1,9,62.3,55.4,68,59,0.555555555555556
"2264",2,9,68.9,67.5,75.9,61,0.162962962962963
"2266",4,9,66.1,63.8,79,63,0.807407407407407
"2267",5,9,64.9,60.7,73.9,59,0.681481481481481
"2268",6,9,65.9,61,75.9,57,0.355555555555556
"2269",7,9,63.9,59.5,75.9,54,0.359259259259259
"2270",1,9,65.6,62.6,75,55.9,0.640740740740741
"2271",2,9,71,69.2,75.9,68,0.888888888888889
"2272",3,9,66.5,63.8,70,62.1,0.0703703703703704
"2273",4,9,63.7,57.9,69.1,60.1,0.588888888888889
"2274",5,9,60.6,54.6,69.1,53.1,0.796296296296296
"2275",6,9,68.8,60.1,78.1,53.1,0.22962962962963
"2277",1,9,57.4,50.3,64,50,0.348148148148148
"2278",2,9,60.5,55.1,64.9,51.1,0.796296296296296
"2279",3,9,69.4,67.3,75,55.9,0.944444444444444
"2280",4,9,66.3,62.6,75,60.1,0.637037037037037
"2281",5,9,60.5,58.5,70,55.9,0.785185185185185
"2282",6,9,62.3,56.3,72,53.1,0.381481481481481
"2283",7,9,61,53.5,72,51.1,0.037037037037037
"2284",1,10,62,56.1,70,51.1,0.307407407407407
"2285",2,10,64.7,62.1,71.1,52,0.418518518518519
"2287",4,10,60,57.1,69.1,55.9,0.803703703703704
"2289",6,10,55.5,46.3,66.9,46,0.162962962962963
"2290",7,10,64.4,59.6,69.1,46,0.107407407407407
"2291",1,10,60.7,55.7,69.1,57.9,0.0037037037037037
"2292",2,10,63.1,59,70,57,0.474074074074074
"2293",3,10,66.2,64.9,72,57.9,0.77037037037037
"2294",4,10,67.2,65.9,72,64,0.892592592592593
"2296",6,10,53.2,44.9,68,48.9,0.285185185185185
"2297",7,10,52.8,37.7,57.9,46.9,0.0592592592592593
"2298",1,10,57.1,51.9,64.9,43,0.711111111111111
"2299",2,10,57.1,44.8,69.1,43,0.696296296296296
"2300",3,10,55.6,40.7,63,46.9,0.737037037037037
"2301",4,10,45.6,23.6,63,41,0.87037037037037
"2303",6,10,59.5,53.2,61,57.2,0.477777777777778
"2304",7,10,48.5,41.4,62.1,42.1,0.344444444444444
"2305",1,10,43.3,24.9,52,36,0.555555555555556
"2306",2,10,51.5,43.7,59,36,0.67037037037037
"2307",3,10,48.8,41.3,59,44.1,0.811111111111111
"2308",4,10,45.3,32.4,53.1,42.1,0.974074074074074
"2309",5,10,39.8,25.4,50,33.1,0.914814814814815
"2310",6,10,50,45.3,59,33.1,0.951851851851852
"2311",7,10,56.8,52.7,61,44.1,0.207407407407407
"2312",1,10,54.9,48.9,61,51.1,0.725925925925926
"2313",2,10,47.9,35.4,60.1,45,0.818518518518519
"2314",3,10,45.9,35.8,54,32,0.540740740740741
"2315",4,11,58,54.7,62.1,54,0.725925925925926
"2316",5,11,60,57.8,64,55,0.911111111111111
"2317",6,11,59.7,55.6,64,54,0.577777777777778
"2318",7,11,47.7,32.3,63,37,0.00740740740740741
"2319",1,11,47.5,41.9,53.1,37,0.959259259259259
"2320",2,11,56.8,56.2,61,39,0.662962962962963
"2321",3,11,57.9,52.2,62.6,55,0.725925925925926
"2322",4,11,52.1,38.7,61,44.1,0.485185185185185
"2324",6,11,52.2,44.9,62.1,39,0.396296296296296
"2325",7,11,39.9,21.2,44.1,37,0
"2327",2,11,51.9,46.5,61,37,0.940740740740741
"2328",3,11,39.3,20.6,61,33.1,0.696296296296296
"2330",5,11,42.8,39.1,53.1,35.1,0.814814814814815
"2331",6,11,44.5,31.4,50,41,0.218518518518519
"2333",1,11,46.7,41,54,37.9,0.72962962962963
"2334",2,11,48.2,46.3,52,43,0.722222222222222
"2335",3,11,39.9,28.6,46,34,0.859259259259259
"2338",6,11,41.4,31.9,50,19,0.133333333333333
"2340",1,11,45.4,42.8,48.9,42.8,0.9
"2341",2,11,46.9,42.2,51.1,42.1,0.403703703703704
"2342",3,11,41,30.4,51.1,36,0.27037037037037
"2343",4,11,41.3,29,48.9,36,0.540740740740741
"2344",5,11,38.4,30.1,48.9,33.1,0.9
"2345",6,12,38.3,31.9,44.1,33.1,0.374074074074074
"2346",7,12,46,44.1,53.6,33.1,0.214814814814815
"2347",1,12,51,49,54,42.1,0.72962962962963
"2348",2,12,40.6,28.1,54,34,0.681481481481481
"2349",3,12,31.6,20.6,46.9,24.1,0.562962962962963
"2350",4,12,34.9,20.5,42.1,24.1,0.67037037037037
"2351",5,12,38,22.5,42.1,27,0.759259259259259
"2352",6,12,27.9,7.7,41,23,0.562962962962963
"2354",1,12,35.5,23.8,43,25,0.559259259259259
"2355",2,12,32,22.9,43,25,0.766666666666667
"2356",3,12,32.3,22.3,39.9,23,0.485185185185185
"2357",4,12,30.9,18.7,37.9,23,0.688888888888889
"2359",6,12,46.1,44.8,51.1,26.1,0.474074074074074
"2360",7,12,43.8,37.8,51.1,42.1,0.451851851851852
"2361",1,12,42.2,39.7,46.4,37.4,0.7
"2362",2,12,33.3,18.2,46,26.1,0.855555555555556
"2363",3,12,29.8,16.2,39,21,0.922222222222222
"2366",6,12,48.3,45.8,57,39,0.251851851851852
"2367",7,12,36.7,23.9,51.1,32,0.0185185185185185
"2368",1,12,35.2,29.1,39.9,28.9,0.296296296296296
"2370",3,12,31.8,12.5,39.9,27,0.0518518518518519
"2371",4,12,34.7,23,37.9,26.1,0.303703703703704
"2372",5,12,41.8,36.7,50,26.1,0.67037037037037
"2375",1,12,32,23.7,43,21,0.451851851851852
