"","day","mo","temp","dewp","max","min","NUM_COLLISIONS"
"722",7,6,63.2,49.2,73,48,0.335570469798658
"723",1,6,62.1,50.3,73,52,0.895973154362416
"724",2,6,60,51.9,66.9,53.1,0.855704697986577
"725",3,6,66.8,61.6,73.9,61,0.902684563758389
"726",4,6,66.7,64.4,75.2,62.1,0.983221476510067
"727",5,6,63.9,53.8,75,59,0.949664429530201
"728",6,6,62.2,51.9,72,52,0.785234899328859
"729",7,6,64.7,57.9,72,55.9,0.536912751677852
"730",1,6,67.3,61.6,73,55,0.781879194630873
"731",2,7,68.6,65.1,73.9,54,0.802013422818792
"732",3,7,69,66,75,64.9,0.942953020134228
"735",6,7,67,55.8,77,62.1,0.429530201342282
"736",7,7,68.2,59.1,77,62.1,0.248322147651007
"737",1,7,68.6,62.8,73.9,63,0.795302013422819
"738",2,7,69.5,66.2,73.9,64.9,0.728187919463087
"739",3,7,69.4,66.7,73.9,66,0.644295302013423
"740",4,7,69.4,66.1,78.1,64.4,0.694630872483222
"741",5,7,69.1,62.4,78.1,64,0.889261744966443
"742",6,7,65.7,58.8,75.9,57.9,0.580536912751678
"743",7,7,68.7,63.6,73,57.9,0.208053691275168
"744",1,7,69.7,67,73.9,64,0.63758389261745
"745",2,7,71.4,69.1,75.2,68,0.704697986577181
"746",3,7,70.4,68.5,75,68,0.583892617449664
"747",4,7,70.4,63.7,77,66.2,0.704697986577181
"748",5,7,69.6,59.4,79,63,0.828859060402685
"749",6,7,65,54.1,78.1,55.9,0.345637583892617
"750",7,7,65.2,57.9,73.9,55.9,0.248322147651007
"751",1,7,65.9,63.3,70,62.6,0.604026845637584
"752",2,7,67.1,63.5,73,60.1,0.704697986577181
"753",3,7,69.2,65.9,73.9,60.1,0.718120805369127
"754",4,7,69.6,66.7,75.9,64.4,0.543624161073825
"755",5,7,67.4,60.8,77,61,0.926174496644295
"756",6,7,66.9,63.2,75,61,0.526845637583893
"757",7,7,68.6,65.2,73.9,62.1,0.332214765100671
"758",1,7,69.4,66.9,73.9,64.9,0.731543624161074
"759",2,7,68.9,62.8,73.9,64.9,0.5
"760",3,7,67.3,60.6,75,59,0.76510067114094
"761",4,7,67.7,62.9,75,59,0.835570469798658
"762",5,8,67.5,62.9,73.9,59,0.973154362416107
"763",6,8,64.3,60,73.9,59,0.546979865771812
"764",7,8,66.4,64.6,70,61,0.332214765100671
"765",1,8,68.2,65.5,73,64,0.711409395973154
"766",2,8,69.2,67.4,75.9,64.9,0.768456375838926
"767",3,8,70.1,65.7,78.1,66,0.620805369127517
"768",4,8,69.3,60.6,77,60.1,0.697986577181208
"769",5,8,66.3,57.6,77,59,0.751677852348993
"770",6,8,70.4,61.3,78.1,60.1,0.540268456375839
"771",7,8,69.1,61.4,81,57.9,0.453020134228188
"772",1,8,66.3,59.2,81,57,0.761744966442953
"773",2,8,67.2,62.2,75,57,0.38255033557047
"774",3,8,66.6,63.5,75,60.1,0.654362416107383
"775",4,8,67.8,60.8,72,63,0.832214765100671
"776",5,8,66.8,59.2,72,61,0.486577181208054
"777",6,8,66.3,58.8,73,59,0.379194630872483
"778",7,8,68.3,64.7,73.9,59,0.332214765100671
"779",1,8,67.9,57.7,73.9,61,0.731543624161074
"780",2,8,63.9,56.9,73.9,54,0.466442953020134
"781",3,8,63.8,55.9,73,52,0.583892617449664
"782",4,8,67.1,60.6,73,52,0.63758389261745
"783",5,8,63.9,60,73,57.9,0.640939597315436
"784",6,8,65.6,60.1,73,57.9,0.258389261744966
"785",7,8,63.9,56.8,73,55,0.201342281879195
"786",1,8,63.3,56.5,72,54,0.577181208053691
"787",2,8,63,56,72,53.1,0.775167785234899
"788",3,8,67.5,64.7,75,53.1,0.540268456375839
"789",4,8,71,62.4,78.1,59,0.808724832214765
"790",5,8,67.2,53.4,78.1,59,0.852348993288591
"791",6,8,60.1,51.2,71.1,46,0.446308724832215
"792",7,8,69.1,65.6,73.9,64,0.395973154362416
"793",1,9,71.5,69.2,77,66,0.0503355704697987
"795",3,9,74,65.1,82,66.9,0.681208053691275
"797",5,9,70.3,67.2,78.1,59,0.906040268456376
"798",6,9,72,69.9,77,64.9,0.590604026845638
"799",7,9,70.1,62.9,77,62.1,0.335570469798658
"800",1,9,63.6,55.3,75,55.9,0.741610738255034
"801",2,9,64.6,56.5,73,55.9,0.721476510067114
"802",3,9,66.2,61.2,73,60.1,0.808724832214765
"803",4,9,64.4,60.3,73,54,0.812080536912752
"805",6,9,59.9,53.2,70,52,0.60738255033557
"806",7,9,62.2,54.3,68,52,0.506711409395973
"807",1,9,57.5,47.6,66,46.9,0.781879194630873
"808",2,9,61.2,50.8,66.9,46.9,0.791946308724832
"809",3,9,61.9,54.4,70,51.1,0.942953020134228
"810",4,9,61.1,47.4,72,48,0.916107382550336
"811",5,9,57.2,42.7,72,46,0.909395973154362
"812",6,9,57,47.3,68,44.1,0.728187919463087
"813",7,9,66.1,63.2,71.6,62.1,0.463087248322148
"814",1,9,67.9,61.5,72,61,0.956375838926175
"815",2,9,59,42.3,72,53.1,0.721476510067114
"816",3,9,58.9,51.3,68,48.9,0.634228187919463
"817",4,9,59.7,55.3,68,48.9,0.38255033557047
"818",5,9,63.1,59.1,69.1,57.9,0.89261744966443
"819",6,9,63.5,55.3,75.9,53.1,0.748322147651007
"820",7,9,63.3,58.5,75.9,53.1,0.453020134228188
"821",1,9,65.9,63.2,73,53.1,0.634228187919463
"822",2,9,63.3,61.3,72,62.1,0.711409395973154
"823",3,10,62.4,60.6,63,60.8,0.610738255033557
"824",4,10,59.9,56.3,61,57.2,0.60738255033557
"826",6,10,59.4,57.3,64,57,0.516778523489933
"827",7,10,59.6,50.4,64.9,51.1,0.429530201342282
"828",1,10,55.7,42.6,64,45,0.879194630872483
"829",2,10,63,57,69.1,45,0.815436241610738
"830",3,10,65.2,60.4,70,60.1,0.879194630872483
"831",4,10,60.8,45.9,70,48.9,0.409395973154362
"832",5,10,59,44,66,48.9,0.550335570469799
"833",6,10,52.9,48.1,62.1,50,0.567114093959732
"834",7,10,53.3,43.7,59,44.1,0.322147651006711
"835",1,10,50.9,43.2,62.1,39,0.248322147651007
"837",3,10,64.9,62.1,70,61,0.664429530201342
"838",4,10,65,63.4,68,62.6,0.75503355704698
"839",5,10,63.2,59.7,70,60.1,0.909395973154362
"840",6,10,62.7,58.8,68,59,0.39261744966443
"841",7,10,56,45.2,68,51.1,0.355704697986577
"842",1,10,49,32.4,59,41,0.718120805369127
"843",2,10,57.7,52.3,60.8,53.1,0.771812080536913
"845",4,10,59.5,57,64,51.1,0.879194630872483
"846",5,10,54.3,51.1,64,51.1,0.979865771812081
"847",6,10,54.7,45.9,62.1,45,0.463087248322148
"848",7,10,57.6,45.4,62.1,45,0.463087248322148
"849",1,10,54.1,40.5,61,48.9,0.889261744966443
"850",2,10,54.3,48,64.9,39.9,0.651006711409396
"851",3,10,61.9,59,66,57.9,0.600671140939597
"852",4,10,56.1,45,66,51.1,0.835570469798658
"853",5,10,51.3,43.6,61,42.1,0.976510067114094
"854",6,11,53,46.9,57.9,42.1,0.936241610738255
"855",7,11,43.5,38.4,55,37,0.520134228187919
"856",1,11,44.6,20.6,52,37,0.832214765100671
"857",2,11,52.7,37.7,61,37.9,0.540268456375839
"858",3,11,57.7,52.4,62.1,54,0.593959731543624
"859",4,11,53.6,48.7,63,50,0.922818791946309
"860",5,11,52.5,46.7,59,46,0.885906040268456
"861",6,11,43.9,29.7,55,37,0.557046979865772
"862",7,11,53.2,42.7,59,37,0.140939597315436
"863",1,11,48.2,42.2,59,39,0.614093959731544
"864",2,11,51,47.2,59,39,0.389261744966443
"865",3,11,56.5,53.5,68,45,0.567114093959732
"867",5,11,43.7,34.9,53.1,39.9,0.929530201342282
"868",6,11,37,20.6,48,32,0.51006711409396
"869",7,11,38.1,26,50,23,0.174496644295302
"870",1,11,52.1,48.9,61,45,0.969798657718121
"872",3,11,33.6,14.6,39,30,0.859060402684564
"873",4,11,45.7,32.6,53.1,28.9,0.865771812080537
"875",6,11,37.1,19.7,48,28,0.453020134228188
"876",7,11,52.6,41.5,57.9,48,0.161073825503356
"878",2,11,56.7,53.5,61,50,0.74496644295302
"880",4,11,41.8,36.7,48.2,37.4,0.00335570469798658
"881",5,11,37,30.9,46,34,0.224832214765101
"882",6,11,30.9,16.8,39,25,0.0570469798657718
"883",7,11,46.1,38.6,55.9,24.1,0
"884",1,12,53.2,49,57,39.9,0.895973154362416
"885",2,12,42.5,32.4,57,39,0.785234899328859
"886",3,12,51.2,48.4,55,39,0.644295302013423
"887",4,12,43.1,28,55,37,0.768456375838926
"888",5,12,39.3,27.7,46,32,0.993288590604027
"889",6,12,48.9,45.2,54,32,0.842281879194631
"890",7,12,41.9,34,54,35.1,0.389261744966443
"891",1,12,35.4,24.7,45,32,0.677852348993289
"892",2,12,48.7,45.1,57,32,0.899328859060403
"893",3,12,47.9,44.8,57,44.1,0.912751677852349
"894",4,12,40.8,33.7,48.9,37.9,0.979865771812081
"896",6,12,36.9,27.7,39.9,33.1,0.728187919463087
"897",7,12,39,30.1,42.8,36,0.208053691275168
"899",2,12,44,37,48,33.1,0.899328859060403
"900",3,12,48.6,45.7,52,41,0.597315436241611
"901",4,12,42.4,32.2,52,39,0.818791946308725
"902",5,12,37.3,26.2,46,34,0.922818791946309
"903",6,12,38.2,30.8,43,34,0.429530201342282
"904",7,12,41.4,34,46,36,0.10738255033557
"905",1,12,42.9,37.4,48.9,37,0.634228187919463
"907",3,12,50.7,49.2,55.9,45,0.476510067114094
"909",5,12,44.8,33.5,57.9,39,0.231543624161074
"910",6,12,43.7,36.4,51.1,37.9,0.0973154362416107
"912",1,12,41.2,27.8,51.1,36,0.114093959731544
"913",2,12,32.1,15.4,44.1,27,0.308724832214765
"914",3,12,26.9,8.3,37,21.9,0.281879194630872
"915",4,1,31.8,15.1,39.9,21.9,0.0381471389645777
"916",5,1,40.4,21.5,45,28,0.166212534059946
"917",6,1,34.5,19.8,45,30,0.204359673024523
"918",7,1,48.6,46.9,54,30,0
"919",1,1,44,32.1,55,28.9,0.318801089918256
"921",3,1,22.6,10.2,27,17.1,0.427792915531335
"922",4,1,13.1,-2.4,27,6.1,0.523160762942779
"924",6,1,26.9,10,30,21.9,0.272479564032698
"926",1,1,40.9,35.6,52,21,0.542234332425068
"927",2,1,32.6,25.6,52,26.1,0.632152588555858
"928",3,1,32.1,24,37,26.1,0.340599455040872
"929",4,1,35.8,33.6,37.9,28,0.455040871934605
"930",5,1,34.5,23.4,39.9,28.9,0.49591280653951
"931",6,1,20.2,1.9,39.9,15.1,0.310626702997275
"933",1,1,41.7,36,50,30.9,0.313351498637602
"934",2,1,35.7,23.4,44.1,33.1,0.32425068119891
"935",3,1,32.3,17.7,39,25,0.310626702997275
"936",4,1,35.5,30.5,39,25,0.346049046321526
"937",5,1,31.6,20.4,39,27,0.591280653950954
"938",6,1,38.5,34.8,45,27,0.128065395095368
"939",7,1,36.5,26.7,45,33.1,0.0681198910081744
"940",1,1,31.2,20.9,43,26.1,0.280653950953678
"942",3,1,21.6,14.7,26.1,19,0.209809264305177
"943",4,1,29.2,20.9,36,19,0.376021798365123
"944",5,1,35.1,31.1,41,23,0.656675749318801
"945",6,1,24.5,12.9,34,17.1,0.395095367847411
"947",1,2,33.1,27.4,46,19.9,0.814713896457766
"948",2,2,21,11.7,46,14,0.978201634877384
"949",3,2,28.1,18.4,39.9,14,0.555858310626703
"950",4,2,34.1,28.9,39.9,15.1,0.512261580381471
"951",5,2,16.8,5,39.9,10.9,0.73841961852861
"952",6,2,27.4,16,33.1,10.9,0.185286103542234
"953",7,2,34.5,29.9,37.9,21.9,0.0354223433242507
"954",1,2,37.1,34.3,37.9,30.9,0.452316076294278
"955",2,2,36.4,32.9,37.9,35.1,0.517711171662125
"956",3,2,32.6,23.3,37,30.9,0.623978201634877
"957",4,2,31,23.6,35.1,27,0.395095367847411
"959",6,2,20.6,8.9,33.1,8.1,0.149863760217984
"960",7,2,25.7,21,34,8.1,0.198910081743869
"961",1,2,10.7,-4.6,32,1.9,0.0572207084468665
"962",2,2,21.7,11.8,28.9,17.1,0.651226158038147
"963",3,2,30.6,24.5,36,16,0.667574931880109
"964",4,2,27,19.7,36,19.9,0.365122615803815
"965",5,2,14.1,-0.8,19,8.6,0.653950953678474
"966",6,2,21.9,10.6,37,3.9,0.370572207084469
"967",7,2,36,34,41,33.1,0.376021798365123
"968",1,2,29.4,19.6,41,21,0.525885558583106
"969",2,2,14.3,0.2,33.1,8.1,0.542234332425068
"970",3,2,29.9,21.8,33.8,23,0.673024523160763
"971",4,2,28,19.6,33.1,25,0.430517711171662
"972",5,2,24.2,12.2,30.9,19.9,0.877384196185286
"973",6,2,22.2,9.9,28,16,0.427792915531335
"974",7,3,23.1,14.2,30.9,10,0.850136239782016
"975",1,3,33.4,27.2,36,30.2,0.732970027247956
"976",2,3,27,10.3,36,23,0.681198910081744
"977",3,3,36.1,33.8,41,23,0.525885558583106
"980",6,3,25,15.9,33.1,12,0.536784741144414
"981",7,3,33.8,28,39,14,0.226158038147139
"982",1,3,35.6,26.1,44.1,24.1,0.762942779291553
"983",2,3,36.5,30.3,44.1,24.1,0.553133514986376
"984",3,3,42.1,38.5,48,28,0.501362397820163
"985",4,3,38.1,21.9,48,33.1,0.55858310626703
"986",5,3,31.1,11.6,41,26.1,0.62125340599455
"987",6,3,38.7,33.3,46,26.1,0.343324250681199
"988",7,3,38.5,33.8,46,30.9,0.212534059945504
"989",1,3,32.9,18.5,43,28,0.403269754768392
"990",2,3,38.6,34.1,46.9,28,0.400544959128065
"991",3,3,31,3.9,46.9,28,0.452316076294278
"992",4,3,27.6,-1.5,35.1,21.9,0.547683923705722
"993",5,3,30.3,13.2,35.1,21.9,0.514986376021798
"994",6,3,34.2,31,41,21.9,0.343324250681199
"995",7,3,35.1,18.8,41,21,0.138964577656676
"996",1,3,27.2,1.4,37.9,21,0.55858310626703
"997",2,3,31.4,16.3,37.9,21,0.599455040871935
"998",3,3,33.6,24.1,44.1,24.1,0.427792915531335
"999",4,3,42.6,39.7,46.9,27,0.392370572207084
"1000",5,3,42.4,40,48.9,37.9,0.411444141689373
"1001",6,3,37.4,34.5,39,33.8,0.212534059945504
"1002",7,3,34.9,23.9,39.9,28.9,0.337874659400545
"1003",1,3,36.8,28.3,44.1,27,0.476839237057221
"1004",2,3,39.4,31.2,46,33.1,0.673024523160763
"1005",3,4,37.9,24.8,46,34,0.727520435967302
"1006",4,4,37.1,27.6,46.9,24.1,0.741144414168937
"1007",5,4,45,41.6,48,42.1,0.299727520435967
"1008",6,4,47.3,39.1,57,41,0.343324250681199
"1009",7,4,41.6,27.3,57,34,0.111716621253406
"1010",1,4,43.2,36.1,51.1,32,0.35149863760218
"1011",2,4,44.2,40.5,51.1,32,0.193460490463215
"1012",3,4,41.2,34.2,48,39,0.20708446866485
"1013",4,4,39.4,35.5,46.9,37,0.193460490463215
"1014",5,4,43.9,41.7,53.1,37,0.286103542234332
"1015",6,4,47.8,40.7,57.9,39.9,0.53133514986376
"1016",7,4,45,31.4,57.9,32,0.168937329700272
"1017",1,4,45,38.2,54,32,0.471389645776567
"1018",2,4,49.8,46.3,54,37.9,0.438692098092643
"1019",3,4,50.6,35.8,62.1,37.9,0.583106267029973
"1020",4,4,46.4,28.5,62.1,37.9,0.487738419618529
"1021",5,4,47.5,43.2,54,39,0.811989100817439
"1022",6,4,51.9,45.2,64,41,0.610354223433243
"1023",7,4,46.3,37.4,64,39.9,0.245231607629428
"1024",1,4,45.2,40.7,52,39.9,0.678474114441417
"1025",2,4,51.5,48.6,55.9,39.9,0.719346049046321
"1026",3,4,49.8,39.7,57,37.9,0.509536784741144
"1027",4,4,46.9,37.6,57,37.9,0.629427792915531
"1028",5,4,44,27.7,51.1,37.9,0.803814713896458
"1029",6,4,43.7,27.5,51.1,37,0.574931880108992
"1030",7,4,46.1,34,54,37,0.26158038147139
"1031",1,4,49,37.9,57,39,0.482288828337875
"1032",2,4,46,35.9,57,41,0.632152588555858
"1033",3,4,49.3,38.5,55.9,39.9,0.811989100817439
"1034",4,4,48.1,38.3,57,39,0.705722070844687
"1035",5,5,43.8,37.2,57,39,0.711171662125341
"1036",6,5,44.4,36.7,51.1,39,0.433242506811989
"1037",7,5,44.5,38,53.1,32,0.474114441416894
"1038",1,5,52.2,47.2,60.1,32,0.708446866485014
"1039",2,5,57.1,48.6,71.1,46,0.700272479564033
"1040",3,5,55.3,42.1,71.1,46.9,0.509536784741144
"1041",4,5,55.9,42.3,70,42.1,0.825613079019074
"1042",5,5,52.4,47.8,70,42.1,0.893732970027248
"1043",6,5,54.3,50.9,64.9,46.9,0.487738419618529
"1044",7,5,57,54.8,64.9,50,0.457765667574932
"1045",1,5,57.9,55.9,66.9,54,0.719346049046321
"1046",2,5,58.3,56.2,66.9,54,0.825613079019074
"1047",3,5,59.5,47.2,66.9,53.1,0.746594005449591
"1048",4,5,54,39.9,66.9,45,0.743869209809264
"1049",5,5,54.4,46.4,64.9,46.9,0.931880108991826
"1050",6,5,55.5,50.3,64,48,0.732970027247956
"1051",7,5,63.1,56.2,78.1,50,0.44141689373297
"1052",1,5,53.9,48.8,60.1,48,0.50408719346049
"1053",2,5,51.4,49.9,61,46,0.613079019073569
"1054",3,5,58.8,50.1,64.9,46,0.776566757493188
"1055",4,5,54.8,41.1,64.9,48,0.637602179836512
"1056",5,5,53.8,48,61,48,0.942779291553134
"1057",6,5,54.8,33.2,61,48,0.449591280653951
"1058",7,5,56.5,48.2,63,51.1,0.138964577656676
"1059",1,5,58.9,52.6,66,51.1,0.106267029972752
"1060",2,5,61.1,56.2,66,54,0.831062670299727
"1061",3,5,62.4,57.8,68,57.9,0.861035422343324
"1062",4,5,62.4,57.6,68,59,0.82016348773842
"1064",6,5,63.3,59.9,75.9,57.9,0.656675749318801
"1065",7,5,64.7,60.9,71.1,59,0.474114441416894
"1066",1,6,55.9,52.8,71.1,53.1,0.844686648501362
"1067",2,6,53.4,50.1,61,51.1,0.711171662125341
"1068",3,6,53,44.9,57.9,50,0.754768392370572
"1069",4,6,52.2,42.8,60.1,43,0.465940054495913
"1070",5,6,53.1,46.6,60.1,43,0.847411444141689
"1071",6,6,58,52.5,63,46.9,0.591280653950954
"1072",7,6,59.5,45.8,69.1,51.1,0.485013623978202
"1073",1,6,59.6,51.8,69.1,51.1,0.689373297002725
"1074",2,6,64,59.9,70,53.1,0.73841961852861
"1075",3,6,65.2,58.5,73,57.9,0.779291553133515
"1076",4,6,64.6,59.7,73,57.9,0.776566757493188
"1077",5,6,67,60.2,79,61,0.190735694822888
"1078",6,6,68,61,79,61,0.0381471389645777
"1079",7,6,66.9,53.5,75.9,59,0.536784741144414
"1080",1,6,57.8,51.4,59,55,0.340599455040872
"1081",2,6,64.2,61.9,73,55.9,0.577656675749319
"1082",3,6,64.8,53.9,66.9,57,0.885558583106267
"1083",4,6,59.1,47.7,66.9,48.9,0.637602179836512
"1084",5,6,65.6,58,80.1,48.9,0.956403269754768
"1085",6,6,62,56,80.1,55.9,0.337874659400545
"1086",7,6,64.9,61.5,71.6,59,0.651226158038147
"1088",2,6,65.5,61.1,77,59,0.877384196185286
"1090",4,6,68.7,57.9,79,62.1,0.787465940054496
"1092",6,6,61.5,55.4,72,54,0.583106267029973
"1093",7,6,64.4,61.6,71.1,54,0.419618528610354
"1094",1,6,64.3,59.4,71.1,57,0.76566757493188
"1095",2,6,67.1,61.8,73.9,57,0.656675749318801
"1096",3,7,65.5,62.2,72,61,0.822888283378747
"1097",4,7,68.7,62.5,77,61,0.604904632152589
"1098",5,7,68.3,58.3,77,61,0.457765667574932
"1099",6,7,62.9,55.4,77,55.9,0.0217983651226158
"1100",7,7,65.8,59.5,73.9,55,0.23433242506812
"1101",1,7,69.2,64.4,78.1,55,0.591280653950954
"1102",2,7,68.1,64.3,78.1,62.1,0.722070844686649
"1103",3,7,70.6,67.8,75.9,62.1,0.651226158038147
"1104",4,7,69.1,61.2,75.9,66,0.506811989100817
"1105",5,7,65.2,60.1,75,60.1,0.893732970027248
"1106",6,7,71.8,62.1,81,60.1,0.588555858310627
"1107",7,7,71.5,64.6,81,64.9,0.381471389645777
"1108",1,7,70.9,64.9,80.1,66,0.782016348773842
"1109",2,7,67.4,63,79,62.1,0.752043596730245
"1110",3,7,72.3,68.8,82,62.1,0.626702997275204
"1111",4,7,67.3,57.3,82,60.1,0.831062670299727
"1112",5,7,64.9,57.6,73,54,0.757493188010899
"1113",6,7,67.8,60.5,73.9,55,0.490463215258856
"1114",7,7,71.4,67.9,77,64,0.446866485013624
"1115",1,7,73.4,69.9,81,69.1,0.942779291553134
"1116",2,7,72.6,69.7,82,68,0.613079019073569
"1117",3,7,73.7,65,82,68,0.645776566757493
"1118",4,7,71.9,60.8,80.1,63,0.659400544959128
"1119",5,7,71.7,60.3,80.1,62.1,0.29700272479564
"1120",6,7,68.5,60.2,80.1,60.1,0.190735694822888
"1121",7,7,65.8,61.6,77,60.1,0.463215258855586
"1122",1,7,71.1,66.5,75,61,0.667574931880109
"1123",2,7,72.4,68.7,80.1,68,0.713896457765668
"1124",3,7,76,69.9,86,68,0.67574931880109
"1125",4,7,74.2,70.7,86,69.1,0.915531335149864
"1127",6,8,73.4,68.5,87.1,66,0.782016348773842
"1128",7,8,75.9,64.8,82.9,66,0.460490463215259
"1129",1,8,74,68.2,82.9,69.1,0.88283378746594
"1130",2,8,75,71.7,81,70,0.776566757493188
"1131",3,8,74.5,68.8,81,68,0.64850136239782
"1132",4,8,73.5,59.6,81,66.9,0.678474114441417
"1133",5,8,71.2,61.9,79,64,0.940054495912807
"1134",6,8,69.7,61.1,78.1,64,0.446866485013624
"1135",7,8,67,62.1,77,64,0.294277929155313
"1136",1,8,66.9,60.8,73.9,55.9,0.626702997275204
"1137",2,8,67.9,64.4,73.9,55.9,0.599455040871935
"1138",3,8,71.9,67.4,77,64,0.713896457765668
"1139",4,8,71.1,65.8,79,63,0.907356948228883
"1140",5,8,70.4,63.5,81,62.1,0.948228882833787
"1141",6,8,71.8,67,81,62.1,0.547683923705722
"1142",7,8,74.3,68.8,82,70,0.465940054495913
"1143",1,8,74.1,70.4,82.9,70,0.574931880108992
"1144",2,8,74.5,71,82.9,70,0.659400544959128
"1145",3,8,73.9,70.1,81,69.1,0.580381471389646
"1146",4,8,73.4,69.4,82,68,0.596730245231608
"1148",6,8,73.9,71.1,82,70,0.544959128065395
"1149",7,8,73.4,69.9,82,69.1,0.302452316076294
"1150",1,8,71.7,69.2,81,68,0.528610354223433
"1151",2,8,72.8,68.7,81,66.9,0.583106267029973
"1152",3,8,73.8,68.1,81,68,0.613079019073569
"1153",4,8,72.3,60.6,81,62.1,0.634877384196185
"1154",5,8,71.4,59.5,80.1,62.1,0.62125340599455
"1155",6,8,70.3,62.5,80.1,62.1,0.430517711171662
"1156",7,8,72.6,66.8,80.1,63,0.49591280653951
"1157",1,8,74.8,69.6,82,66.9,0.634877384196185
"1158",2,9,74.6,64.7,82,64.9,0.667574931880109
"1159",3,9,66,62.6,81,61,0.743869209809264
"1160",4,9,74.5,70,81,69.1,0.773841961852861
"1161",5,9,70.6,65.2,75,64,0.713896457765668
"1162",6,9,66.8,55.9,73,54,0.435967302452316
"1163",7,9,66.6,55.9,72,50,0.335149863760218
"1164",1,9,73,66.9,79,64,0.283378746594005
"1166",3,9,75.8,71,81,71.6,0.978201634877384
"1167",4,9,73.8,71.2,77,71.6,0.912806539509537
"1169",6,9,67.7,59.2,73,61,0.471389645776567
"1170",7,9,68.2,65,73,63,0.264305177111717
"1171",1,9,67.6,57.8,70,63,0.539509536784741
"1172",2,9,70.8,58.4,79,64,0.539509536784741
"1173",3,9,72.8,61.9,81,64,1
"1174",4,9,69.3,65.6,75.9,48.9,0.989100817438692
"1176",6,9,70.4,66.2,77,63,0.746594005449591
"1177",7,9,70.7,65.3,80.1,64,0.476839237057221
"1178",1,9,63.9,52.9,80.1,61,0.662125340599455
"1179",2,9,63.5,55.8,70,60.1,0.517711171662125
"1180",3,9,62.4,55.2,70,55,0.326975476839237
"1181",4,9,61.5,54.2,73,50,0.64850136239782
"1182",5,9,61.2,50.2,73,50,0.555858310626703
"1183",6,9,59.4,47.2,70,52,0.479564032697548
"1184",7,9,59.4,50.9,70,48,0.305177111716621
"1185",1,9,66.8,62,75.9,48,0.55858310626703
"1186",2,9,69.3,65.6,75.9,61,0.479564032697548
"1187",3,9,70.5,68.3,75,63,0.689373297002725
"1188",4,10,59.7,55.3,73.9,57,0.822888283378747
"1190",6,10,55.5,50.4,57.9,53.6,0.476839237057221
"1191",7,10,56.2,46.7,60.1,53.1,0.422343324250681
"1192",1,10,58.6,52.1,64,53.1,0.588555858310627
"1193",2,10,59.4,51.7,64.4,51.1,0.681198910081744
"1194",3,10,57,50.5,66,48.9,0.782016348773842
"1195",4,10,59.8,51.9,66,51.1,0.776566757493188
"1197",6,10,59.2,49.2,68,46,0.730245231607629
"1198",7,10,56,46.7,64,44.1,0.485013623978202
"1199",1,10,60.2,55.1,68,46,0.337874659400545
"1200",2,10,64.4,61.2,73.9,50,0.934604904632153
"1201",3,10,63.8,57.7,73.9,60.1,0.754768392370572
"1202",4,10,57.1,42,68,52,0.822888283378747
"1203",5,10,60.1,47.3,66,52,0.803814713896458
"1204",6,10,52.7,39.6,66,41,0.501362397820163
"1205",7,10,46.1,28,60.1,41,0.463215258855586
"1206",1,10,42.8,24.8,48,39.9,0.779291553133515
"1207",2,10,58.2,45.6,66,39.9,0.907356948228883
"1208",3,10,62.7,52.4,70,52,0.923705722070845
"1209",4,10,60.5,55.7,70,52,0.776566757493188
"1210",5,10,56.2,43,66.9,48.9,0.983651226158038
"1211",6,10,51.5,38.3,63,48,0.376021798365123
"1212",7,10,57,51.7,62.1,48.9,0.384196185286104
"1213",1,10,52.3,39.8,62.1,41,0.863760217983651
"1214",2,10,46.7,36.2,57,36,0.681198910081744
"1215",3,10,53.8,46.9,61,36,0.839237057220708
"1217",5,10,57.4,41.6,66,51.1,0.836512261580381
"1220",1,11,58.3,49.4,64.9,50,0.632152588555858
"1221",2,11,54.4,50.7,64.9,43,0.746594005449591
"1222",3,11,57,49.3,64,43,0.79291553133515
"1223",4,11,58.9,55.9,66.9,48.9,0.841961852861035
"1224",5,11,62.3,60.4,66.9,52,0.640326975476839
"1225",6,11,61.4,54.7,64.9,57,0.32425068119891
"1226",7,11,53.2,35.5,64.9,46.9,0.247956403269755
"1227",1,11,51.4,37.7,60.1,43,0.637602179836512
"1229",3,11,56.1,53.7,61,50,0.405994550408719
"1230",4,11,52.5,49,59,51.1,0.697547683923706
"1231",5,11,58.3,47.5,61,51.1,0.806539509536785
"1232",6,11,49,29,61,43,0.632152588555858
"1233",7,11,47.6,32.3,55.9,41,0.32425068119891
"1234",1,11,54,41.2,60.1,41,0.645776566757493
"1235",2,11,45.3,31.2,60.1,37.9,0.825613079019074
"1236",3,11,42.9,33.8,51.1,30.9,0.673024523160763
"1239",6,11,48.8,34.7,61,39.9,0.588555858310627
"1240",7,11,50.1,45.5,57.2,39,0.136239782016349
"1241",1,11,45.2,35.2,57,39.9,0.880108991825613
"1242",2,11,37.5,17,48,30.9,0.959128065395095
"1243",3,11,39.6,26.8,50,28.9,0.915531335149864
"1244",4,11,50.1,41.2,57,28.9,0.00544959128065395
"1245",5,11,52.6,48.4,59,45,0.269754768392371
"1246",6,11,54.5,50.4,62.1,45,0.346049046321526
"1247",7,11,46.1,38.8,62.1,39.9,0.196185286103542
"1248",1,11,40.5,26.7,48.9,30.9,0.626702997275204
"1249",2,12,40.1,32.7,50,30,0.994550408719346
"1250",3,12,53.6,51.9,57,48.9,0.746594005449591
