"","Apr","Aug","Feb","Jan","Jul","Jun","Mar","May","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","temp","dewp","NUM_COLLISIONS"
"245",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2020,65.7,57.5,0.358823529411765
"246",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2020,66.5,61.9,0.314705882352941
"247",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2020,70.5,69.3,0.395588235294118
"248",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2020,72.8,68.3,0.426470588235294
"249",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2020,70.7,53.2,0.394117647058824
"250",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2020,67.3,60.5,0.291176470588235
"251",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2020,67.1,58.6,0.297058823529412
"252",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2020,65.9,63.7,0.357352941176471
"253",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2020,69.3,67.3,0.292647058823529
"254",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2020,70.8,69.5,0.373529411764706
"255",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2020,69.1,62.7,0.379411764705882
"256",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2020,62.4,49.7,0.310294117647059
"257",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2020,64.2,57.9,0.223529411764706
"258",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2020,69.5,61.2,0.288235294117647
"259",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2020,61.5,45.7,0.304411764705882
"260",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2020,58.8,51.3,0.311764705882353
"261",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2020,68.5,63.7,0.336764705882353
"262",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2020,63.6,59.9,0.366176470588235
"263",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2020,58.8,41.4,0.347058823529412
"264",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2020,55.2,38.9,0.264705882352941
"265",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2020,56.8,37,0.319117647058824
"266",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2020,58.8,40.4,0.310294117647059
"267",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2020,64.1,48.2,0.383823529411765
"268",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2020,66.2,56.9,0.298529411764706
"269",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2020,64.6,61,0.372058823529412
"270",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2020,63.6,60.9,0.348529411764706
"271",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2020,66.7,63,0.323529411764706
"272",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2020,68.1,66.3,0.304411764705882
"273",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2020,67.5,65.8,0.322058823529412
"274",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2020,67.6,64.2,0.370588235294118
"275",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2020,66.4,62.2,0.348529411764706
"276",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2020,64.8,59,0.373529411764706
"277",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2020,61.4,47.8,0.335294117647059
"278",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2020,61,51.5,0.251470588235294
"279",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2020,56.9,54.6,0.3
"280",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2020,59.2,53.1,0.335294117647059
"281",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2020,65.7,60.4,0.308823529411765
"282",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2020,59.5,41.1,0.342647058823529
"283",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2020,52.5,34.2,0.339705882352941
"284",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2020,65.2,56.4,0.260294117647059
"285",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2020,60.9,51.3,0.219117647058824
"286",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2020,55.3,47.3,0.327941176470588
"287",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2020,61.8,60.1,0.325
"288",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2020,60.7,50.6,0.338235294117647
"289",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2020,63.5,58.3,0.292647058823529
"290",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2020,65.4,60.7,0.277941176470588
"291",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2020,54.3,44.2,0.329411764705882
"292",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2020,54.7,40,0.257352941176471
"293",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2020,55.6,48.9,0.211764705882353
"294",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2020,59.7,57.6,0.291176470588235
